teacher,actor,text,Request (T),Action (S),intent,type,topic,coach_yn,step
141,Farrah, You need a special tool called a microscope to look really close,,,,response,1,0,2
141,Teacher,"So what other kinds of equipment would you guys say that you would need to find water on the moon, other than a microscope",,,130.2,remark,1,0,2
141,Teacher,"Yes, Chris",,,,remark,1,0,2
141,Chris, So I know that you have to use all that stuff,,,,response,1,0,2
141,Chris,You'd need spacesuits and like stuff for astronauts like I've been to NASA,,,,response,1,0,2
141,Teacher,Okay,,,,remark,1,0,2
141,Teacher,"Okay, so looking at those",,,130.1,remark,1,0,2
141,Teacher," Yes, you wouldn't need those for space exploration",,,130.1,remark,1,0,2
141,Teacher,"Does anybody have any ideas, Jazmin",,,130.2,remark,1,0,2
141,Teacher, There are some specific Tools that were mentioned and the text,,,420.3,remark,1,0,2
141,Teacher,No if you remember back in the article,,,420.3,remark,1,0,2
141,Jazmin,"I said  the small machine, but I'm not quite sure why my answer is wrong",,,130.2,response,1,0,2
141,Teacher," Okay, let's see here",,,,remark,1,0,2
141,Teacher,"Okay, small machine",,,,remark,1,0,2
141,Teacher,"Okay, so let's take a look at the text",,,120.3,remark,1,0,2
141,Teacher,Could you share with the class The section that mentioned this tool,,,230.2,remark,1,0,2
141,Jazmin,"Okay so in paragraph two, and it says, NASA send this small machine called a lunar orbiter to investigate",,,230.2,response,1,0,2
141,Teacher, Yes Jazmin,,,210.4,remark,1,0,2
141,Teacher,"Okay, so what so class",,,210.4,remark,1,0,2
141,Teacher, What would you tell me the purpose of the lunar orbiter would be based on the text,,,210.4,remark,1,0,2
141,Jazmin,Like is it,,,210.4,response,1,0,2
141,Jazmin," I mean, I guess it's to find the water to, like, you know what I mean like to go get the water",,,210.4,response,1,0,2
141,Teacher,Correct,,,110.4,remark,1,0,2
141,Teacher,Chris,,,,remark,1,0,2
141,Chris, So I know that the scientists like us all this equipment like oxygen tanks and masks and suits and all that kind of stuff,,,,response,1,0,2
141,Chris,"Well, I guess I still am thinking like, I went to NASA",,,,response,1,0,2
141,Teacher,Okay,,,,remark,1,0,2
141,Teacher,They do us all a lot of tools like that,,,130.1,remark,1,0,2
141,Teacher, We are focusing on the specific action of locating water,,,210.2,remark,1,0,2
141,Teacher,Now for this particular article that we're looking at,,,210.2,remark,1,0,2
141,Teacher, Right,,,210.4,remark,1,0,2
141,Teacher, And this is one of those tools that you probably saw at NASA Chris when you went to go visit,,,210.4,remark,1,0,2
141,Teacher,Now we've talked about how we we have this small lunar module,,,210.4,remark,1,0,2
141,Teacher,This lunar module again just like Jazmin said was sent to the moon to find ice deposits and large and large polar craters,,,210.4,remark,1,0,2
141,Teacher, This would help them find water,,,210.4,remark,1,0,2
141,Teacher,"Now, is there any convincing evidence that you guys can think of the water on the moon could be valuable",,,,remark,1,0,2
141,Oliver,Mmm hmm,,,,response,1,0,2
141,Oliver," Actually, we have to go to lunch",,,,response,1,0,2
141,Oliver, But thank you so much for working with us,,,,response,1,0,2
141,Teacher,"Hey, start simulation",,,,remark,2,0,2
141,Teacher, Welcome back,,,,remark,2,0,2
141,Teacher,Students,,,,remark,2,0,2
141,Teacher,Now for,,,,remark,2,0,2
141,Teacher, Yes,,,,remark,2,0,2
141,Teacher, Luis,,,,remark,2,0,2
141,Luis,"Yeah, you know, ah, I just want to remind you that my dad is an astronaut",,,,response,2,0,2
141,Teacher, All right,,,,remark,2,0,2
141,Teacher,Okay,,,,remark,2,0,2
141,Teacher,Now that could actually help out with this next question,,,110.3,remark,2,0,2
141,Teacher,"Now the next question we were covering  Is, is there convincing evidence that water on the moon could be valuable",,,120.2,remark,2,0,2
141,Teacher,You guys have any ideas from the reading that you want to share with the class,,,120.4,remark,2,0,2
141,Teacher," Okay, we'll start over here with Farrah",,,110.3,remark,2,0,2
141,Teacher,And needs and these can be things that you're dad can use being an astronaut,,,110.3,remark,2,0,2
141,Farrah,"Um, yeah",,,110.3,response,2,0,2
141,Farrah, So I said no,,,110.3,response,2,0,2
141,Farrah, Okay,,,110.3,response,2,0,2
141,Farrah,"No, not for a long time",,,,response,2,0,2
141,Teacher,Okay,,,,remark,2,0,2
141,Teacher,You want to explain that?,,,230.1,remark,2,0,2
141,Farrah,"Um, yeah",,,230.1,response,2,0,2
141,Farrah," So like, you know, like is there convincing evidence that of water on the moon could be valuable?",,,230.1,response,2,0,2
141,Farrah,I don't think it will be valuable like now cuz you know cuz we don't we don't know how to I guess we know how would you I mean like it would be really hard to use it,,,,response,2,0,2
141,Farrah, So I don't think it's valuable right now,,,,response,2,0,2
141,Teacher," So you're thinking, we may not have the technology yet",,,230.3,remark,2,0,2
141,Teacher,"Okay, now, so",,,230.3,remark,2,0,2
141,Teacher,Okay,,,,remark,2,0,2
141,Teacher, What's your response,,,120.4,remark,2,0,2
141,Teacher," So we'll, we'll, we'll come back to that here in a minute",,,110.1,remark,2,0,2
141,Teacher,"First, let's hear, Oliver",,,120.4,remark,2,0,2
141,Teacher,"Yeah, okay",,,110.1,remark,2,0,2
141,Oliver," You know what I mean like that we can't, we can't just use the water because it's all ice, you know",,,120.4,response,2,0,2
141,Oliver,"Yeah, I kind of had a similar thought that basically no it's not ready yet",,,120.4,response,2,0,2
141,Teacher,Okay,,,110.1,remark,2,0,2
141,Teacher,Great Chris,,,120.4,remark,2,0,2
141,Chris,"Um, yeah",,,120.4,response,2,0,2
141,Chris, They don't have to carry it in the ships,,,120.4,response,2,0,2
141,Chris," So I would say, water is heavy",,,120.4,response,2,0,2
141,Chris, So it's good,,,120.4,response,2,0,2
141,Teacher,"Okay, so we have, it's heavy",,,110.1,remark,2,0,2
141,Teacher, And we have the we believe us not valuable yet Jazmin,,,110.1,remark,2,0,2
141,Jazmin," And I was thinking, basically what you could do",,,110.1,response,2,0,2
141,Jazmin," Is you could use the water to grow things, you could have a garden on the moon, in the craters",,,110.1,response,2,0,2
141,Jazmin,I think it would be valuable because astronauts can drink the water and they can stay hydrated and like you can't survive without water,,,110.1,response,2,0,2
141,Teacher, Luis?,,,110.2,remark,2,0,2
141,Teacher,"Okay, so that could be a one use of water",,,110.2,remark,2,0,2
141,Luis,"Um, yeah, like water can be split into two parts",,,110.2,response,2,0,2
141,Luis," It can be, you know, hydrogen and oxygen",,,110.2,response,2,0,2
141,Teacher,Right okay now,,,,remark,2,0,2
141,Teacher,Do you want to describe where in the text you found this?,,,230.2,remark,2,0,2
141,Luis,On yeah yeah I can do that,,,230.2,response,2,0,2
141,Luis," Okay, so let's see",,,230.2,response,2,0,2
141,Luis," Um,",,,230.2,response,2,0,2
141,Luis,"In paragraph five moon water could be useful in other ways, and water can be broken down to two parts hydrogen and oxygen",,,,response,2,0,2
141,Teacher,"And now, what do you think we can use those two for hydrogen and oxygen",,,210.4,remark,2,0,2
141,Teacher,"There's a clue in paragraph five, yes Luis",,,210.4,remark,2,0,2
141,Luis,"Um, yeah, I think, like, okay, you could use it or okay well you could breathe it",,,210.4,response,2,0,2
141,Luis," Um, and then it says oxygen and hydrogen could also be used as rocket fuel",,,210.4,response,2,0,2
141,Teacher,What was that?,,,,remark,2,0,2
141,Luis,As well rocket fuel,,,,response,2,0,2
141,Teacher, You can use it to grow things,,,110.1,remark,2,0,2
141,Teacher, Chris?,,,110.1,remark,2,0,2
141,Teacher," So rocket fuel will be a use and Jazmin, you could drink it",,,110.1,remark,2,0,2
141,Teacher,rocket fuel,,,110.1,remark,2,0,2
141,Chris,"On yeah I guess I just wanted to say this, like water can be broken down into two parts hydrogen and oxygen and they both are important",,,110.1,response,2,0,2
141,Teacher,"Okay, and like Luis said, oh, we can use them for rocket fuel",,,110.1,remark,2,0,2
141,Teacher, Going back to your first statement so transporting it would be something that we would have to do,,,230.3,remark,2,0,2
141,Teacher,It is very heavy,,,230.3,remark,2,0,2
141,Teacher,"now, Farrah, and Oliver you guys mentioned that during our discussion that the technology might not be ready for that yet but however there are some possibilities that we can use water",,,230.3,remark,2,0,2
141,Teacher,This question in particular is asking is there is there convincing evidence of water alone can be valuable,,,210.2,remark,2,0,2
141,Teacher,Water can be valuable,,,210.4,remark,2,0,2
141,Teacher," Yes, we do have some Olivereloping to do with the technology to be able to move and transport the water and to split those chemicals up to form the rocket fuel",,,210.4,remark,2,0,2
141,Teacher,See all these are good points because this allows us to go back into this paragraph and look at the clues that they have left in this article to help us find an answer to this discussion to this discussion question,,,420.3,remark,2,0,2
141,Teacher, There are a lot of uses for water,,,210.4,remark,2,0,2
141,Teacher,"Okay, yes",,,210.4,remark,2,0,2
141,Teacher,Day now is the technology ready,,,210.4,remark,2,0,2
141,Teacher,I would say I would say probably no,,,210.4,remark,2,0,2
141,Teacher," Yes, Oliver",,,210.4,remark,2,0,2
141,Teacher,"But there are some uses that we could use water for in the future, even for some now we would just have to use technology to make that happen",,,210.4,remark,2,0,2
141,Oliver,And we unfortunately have to go to lunch,,,210.4,response,2,0,2
141,Oliver," But before we go, I just wanted to thank you for working with us, and especially I wanted to thank you for really listening for answers and really making us feel like",,,210.4,response,2,0,2
143,Teacher,"Okay, so we have just read a text about water on the moon",,,,remark,0,0,3
143,Teacher, Luis,,,,remark,0,0,3
143,Teacher, Yes,,,,remark,0,0,3
143,Luis,  So I don't think I need to be in this group because I already know all this stuff,,,,response,0,0,3
143,Luis,"Um, yeah, so I I know all about space",,,,response,0,0,3
143,Teacher, You might find something that you didn't know,,,220.1,remark,0,0,3
143,Teacher,"Well, guess what we're going to learn some new things today",,,220.1,remark,0,0,3
143,Luis,"Okay, that sounds cool",,,220.1,response,0,0,3
143,Teacher,"Alright, so we are going I had asked the question, what equipment did scientists use to discover water on the moon,",,,120.2,remark,0,0,3
143,Teacher,"and I have your answers so Farrah, you said you need a scientific tool called a microscope to look really close",,,120.1,remark,0,0,3
143,Teacher, Did you see any other tools that you may need,,,120.1,remark,0,0,3
143,Farrah,"Whoa, I guess I kind of like, Um, no, I just saw the microscope",,,120.2,response,0,0,3
143,Teacher,Okay,,,110.1,remark,0,0,3
143,Teacher, Jazmin?,,,130.2,remark,0,0,3
143,Teacher,Right,,,130.2,remark,0,0,3
143,Teacher, So we have a microscope,,,130.2,remark,0,0,3
143,Teacher, Did anybody else see anything else in the text that you might use,,,130.2,remark,0,0,3
143,Jazmin,"Basically, what I thought is its a small machine",,,130.2,response,0,0,3
143,Teacher,A small machine can you you know what that small machine called?,,,210.4,remark,0,0,3
143,Teacher,Can you go back in the text and fine what that small machine is called?,,,210.4,remark,0,0,3
143,Jazmin,Yeah,,,210.4,response,0,0,3
143,Jazmin," It's called the, Number 2 paragraph 2, so NASA send a small machine called a lunar orbiter to investigate",,,,response,0,0,3
143,Jazmin,Okay,,,,response,0,0,3
143,Teacher,So now we know they have,,,130.2,remark,0,0,3
143,Teacher, Oliver you remember what I tools the scientist used?,,,130.2,remark,0,0,3
143,Teacher,"Alright, so lunar orbiter and a microscope, can we find any other tools that scientists use? Think that's it",,,120.1,remark,0,0,3
143,Oliver, Is that right?,,,130.2,response,0,0,3
143,Oliver,"Um, yeah",,,130.2,response,0,0,3
143,Oliver, So I guess they used the microscope and the Lunar Orbiter,,,130.2,response,0,0,3
143,Teacher," Right, so you all now know here, Chris",,,110.1,remark,0,0,3
143,Teacher, Yes,,,110.1,remark,0,0,3
143,Teacher,With job,,,110.1,remark,0,0,3
143,Farrah,I have a quick question,,,110.1,response,0,0,3
143,Teacher,Alright Farrah,,,,remark,0,0,3
143,Farrah,"Oh yeah i i was just wondering, like, is my is my was my answer, right, or was it wrong?",,,,response,0,0,3
143,Teacher, We just had a fun one more tool,,,130.1,remark,0,0,3
143,Teacher,"Well, it was right",,,130.1,remark,0,0,3
143,Teacher," You had one thing, but then we had to find the other tools that scientists used so you had it almost right",,,130.1,remark,0,0,3
143,Farrah,Gotcha,,,130.1,response,0,0,3
143,Teacher,"Yes, Chris",,,,remark,0,0,3
143,Chris, And I know that that like you have to use like equipment like oxygen tanks and masks and shoots and stuff like that,,,,response,0,0,3
143,Chris, But is that is that not part of the answer?,,,,response,0,0,3
143,Chris," So I was just wondering, like, so like, here's what I know is that, like, I went to NASA with my dad and he like we went",,,,response,0,0,3
143,Chris,Yes,,,,response,0,0,3
143,Chris, We looked all over the place,,,,response,0,0,3
143,Teacher, So we had to find evidence,,,420.2,remark,0,0,3
143,Teacher, So we had to use what we had in the text to answer our questions,,,420.2,remark,0,0,3
143,Teacher,"Um, well, the question asked, according to the text",,,420.2,remark,0,0,3
143,Teacher, So you might be right,,,420.2,remark,0,0,3
143,Teacher," From what you know from your dad going to NASA, we have to use the text in order to answer the question",,,420.2,remark,0,0,3
143,Chris, That makes sense,,,420.2,response,0,0,3
143,Chris,"Oh, so it's like whatever's in the reading, ok",,,420.2,response,0,0,3
143,Teacher,Yes,,,,remark,0,0,3
143,Teacher,"Yes, Luis",,,,remark,0,0,3
143,Luis," Um, did they not leave the the Lunar Orbiter? Did they stay in the in the Lunar Orbiter",,,,response,0,0,3
143,Luis,I'm still kind of wondering about the like,,,,response,0,0,3
143,Luis, Like how did they use the microscope?,,,,response,0,0,3
143,Luis, So did they did they not have to use like did the astronauts have to use,,,,response,0,0,3
143,Teacher,"So I'm not real sure we would have to read more on that and see exactly how they used it and what they felt, maybe they discovered with it",,,110.1,remark,0,0,3
