intent,actor,keys,trigger,text
120.3,Jazmin,"making,prediction,there,right,you're,making,connections,that,excellent,luis,however,question,here,particularly,asking,find,text,evidence,reading,that,gave,paragraph,relative,that,related,oxygen,tanks,even,though,that's,reasonable,addiction,don't,that,answer,here,about,don't,don't,carefully,look,number,paragraph,jazmin,that,paragraph,read,loud","Oh, I see, so you are making a prediction there right and you're making connections that is excellent job Luis However, my question here is particularly asking you to find a text evidence from the reading that I gave you so I do not see the any paragraph the relative that related to the oxygen tanks so even though that's really reasonable for addiction I don't see that answer here So how about why don't why don't we carefully look at the number of paragraph two, can you can can Jazmin use that paragraph two, can you read it out loud for us ",go right ahead
120.3,Farrah,"yeah,you're,right,right,right,right,okay,love,that,you're,sharing,thoughts,great,let's,start,beginning,back,question,love,have,wide,don't,reading,question,again","yeah you're right right right right okay I love that you're sharing all this thoughts great so let's start from the beginning, so if you go back to the question I love to have you wide, so why don't you try reading the question again ",Okay um what equipment and scientists used to discover water on the moon
120.3,Luis,"there's,little,more,keep,reading","there's a little bit more keep reading ",I don't see anything
120.3,Oliver,"everybody,that's,whole,question,okay,luis,question,would,have,stopped,where,were,reading,your,answer,would,have,been,100%,right,because,circled,information,your,brain,once,again,oliver,read,question,more,time,wanted,text","Did everybody see that's the whole question okay so Luis if the question would have stopped where you were reading your answer would have been 100% right because you circled information in your brain so once again can Oliver can you read the question, one more time for me But we wanted to use the text ","Okay yeah okay that's what equipment at scientists use to discover water on the moon, so all the evidence in the text that we can use to answer this question"
120.3,Farrah,"farrah,right,that,microscope,piece,equipment,microscope,what,they,discover,water,moon,guys,watch,movie,about,lunar,orbiter,worked,okay,okay,where,little,confusing,you're,absolutely,right,that,piece,equipment,microscope,read,sentence,that,word,microscope,farrah","Farrah, you are right that the microscope is a piece of equipment, but is the microscope what they use to discover the water on the moon or Did you guys watch the movie about how the Lunar orbiter worked Okay Okay, so I can see where this is going to be a little bit confusing um so you're absolutely right that the piece of equipment is a microscope but can you read the sentence that has the word microscope in it Farrah ",I circled it and everything
120.3,Chris,"read,sentence,before,that,chris","Can you read the sentence before that Chris ","yeah yeah I can do that right before it says Okay, the water they found is microscopic meaning you wouldn't be able to see it if you were looking straight at it"
120.3,Jazmin,"take,couple,minutes,read,while,connect,your,fellow,space,enthusiasts,classmates,maybe,also,kind,keep,open,while,you're,reading,sense,what,your,classmates,jazmin,what,jazmin","and take a couple of minutes to read it, while I connect with your fellow space enthusiasts classmates and maybe you can also kind of keep an ear open while you're reading and and get a sense of what your classmates got out of it so Jazmin what yes Jazmin ",harvard
120.3,Jazmin,,,teachtoreacheveryreader@gse
120.3,Jazmin,,,edu: I understand why my answer is wrong
110.3,Luis,"good,well,that,means,that,help,think,that,your,background,knowledge,very,helpful,this,group,luis","Oh good, well, that means that you can help us, I think that your background knowledge is going to be very helpful for us in this group Luis ",Reacher Every Reader: possible
110.3,Luis,"well,completely,understand,that,tell,your,answer,that,know,things,about,space,because,talked,about,oxygen,tanks,tell,that,know,about,space,just,want,help,drill,specific,answer,this,question","Well, I completely understand that and I can tell from your answer that you do know a lot of things about space because you talked about oxygen tanks and so I can tell that you do know a lot about space, but I just want us to help drill in on this specific answer for this question ",Okay
110.3,Luis,"well,know,what,because,know,that,means,help,rest,that,don't,know,much","Well you know what, because you do know a lot and that means you can help the rest of us out that don't know as much as you ","Oh yeah, okay"
110.3,Luis,,," Cool, yeah"
110.3,Luis,"even,that's,nice,thing,about,because,know,different,information,where,know,little,more,maybe,teach,things,along","Even that's the nice thing about it because we all know different information and where, you know, in a little bit more, maybe you can teach us some things along the way ",That's cool
110.3,Luis,"hear,they,gave,little,more,specific,name,instead,just,saying,small,machine,find,that,text,they,called,microscope,sure,they,that,luis,could,probably,tell,more,share,that,information,together"," Did you did you hear how they gave it a little bit more of a specific name? So instead of just saying a small machine  Did you find that in the text?  They called it a microscope I'm sure they do and I bet that Luis could probably tell you more and you can share that information together ","Yeah, I can"
110.3,Luis,"yeah,they,lunar,orbiter,they,also,microscope,think,could,your,listening,ears,maybe,help,answer,question,better,that,sound,okay,well,maybe,you'll,able,help,answer,question,little,differently","Yeah, so they had to use the Lunar Orbiter and they also had to use the microscope  So do you think you could put your listening ears on and maybe you can help us answer this question better  Does that sound okay  Well, maybe you'll be able to help us answer our question a little bit differently ","Oh yeah, yeah, I think I'd be great to help on this question"
